RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Exited,AgeGroup,BalanceGroup,SalaryGroup
311,15712287,Pokrovskii,652,France,Female,4,2,1,1,0,60+,0-50K,150K-200K
312,15702919,Collins,729,Germany,Male,6,1,1,0,0,18-30,50K-100K,100K-150K
313,15674398,Russo,642,France,Male,3,2,0,0,0,31-40,0-50K,150K-200K
314,15797960,Skinner,806,Germany,Female,0,1,1,0,0,51-60,100K-150K,150K-200K
315,15631868,Robertson,744,Spain,Male,2,1,1,1,0,31-40,150K-200K,50K-100K
316,15581539,Atkinson,474,Spain,Male,3,2,0,0,0,31-40,0-50K,50K-100K
317,15662736,Doyle,559,France,Male,2,1,1,0,1,41-50,100K-150K,100K-150K
318,15666252,Ritchie,706,Spain,Male,9,2,1,1,0,41-50,0-50K,0-50K
319,15677512,McEncroe,628,Spain,Female,3,1,1,0,0,18-30,0-50K,50K-100K
320,15626114,Pearson,429,France,Male,4,1,1,0,0,18-30,50K-100K,0-50K
321,15810834,Gordon,525,Spain,Female,2,1,1,1,0,51-60,100K-150K,50K-100K
322,15678910,Ts'ai,680,France,Female,8,1,1,1,0,18-30,100K-150K,0-50K
323,15694408,Lung,749,France,Male,1,1,1,0,1,31-40,100K-150K,150K-200K
324,15585215,Yuan,763,France,Female,4,2,0,0,0,31-40,0-50K,50K-100K
325,15682757,Pardey,734,France,Male,3,2,1,0,0,18-30,0-50K,100K-150K
326,15736601,Tai,716,France,Male,4,1,1,0,0,31-40,100K-150K,100K-150K
327,15601848,Scott,594,France,Male,2,2,1,0,0,31-40,0-50K,100K-150K
328,15736008,Hunter,644,France,Female,9,1,1,0,1,41-50,50K-100K,100K-150K
329,15669064,Mazzanti,671,Germany,Male,1,1,1,1,0,31-40,100K-150K,150K-200K
330,15624528,L?,664,Germany,Male,7,2,1,1,0,18-30,100K-150K,50K-100K
331,15598493,Beach,656,France,Male,7,2,0,1,0,41-50,0-50K,50K-100K
332,15601274,Hsieh,667,Spain,Female,1,1,1,0,0,31-40,100K-150K,0-50K
333,15702669,Faulkner,663,Germany,Male,2,2,0,1,0,41-50,100K-150K,100K-150K
334,15728669,Knowles,584,Germany,Female,8,1,1,0,1,18-30,100K-150K,150K-200K
335,15742668,Day,626,Spain,Female,6,1,1,0,0,31-40,100K-150K,0-50K
336,15697441,Hsueh,485,France,Male,7,1,1,0,1,18-30,150K-200K,100K-150K
337,15740476,Tsao,659,Germany,Female,3,2,0,1,0,31-40,150K-200K,150K-200K
338,15648064,Kennedy,649,France,Male,2,2,1,0,0,31-40,0-50K,0-50K
339,15636624,Nwabugwu,805,Spain,Female,5,1,1,0,1,31-40,150K-200K,0-50K
340,15807923,Young,716,Germany,Female,10,1,1,0,1,31-40,100K-150K,0-50K
341,15745844,Kerr,642,Germany,Female,6,2,0,1,1,31-40,100K-150K,50K-100K
342,15786170,Tien,659,France,Male,4,1,0,0,0,31-40,100K-150K,150K-200K
343,15681081,Marrero,545,Spain,Female,5,2,1,1,0,41-50,0-50K,0-50K
344,15684484,White,543,France,Male,8,2,0,0,0,18-30,0-50K,100K-150K
345,15785869,Pisano,718,France,Female,7,2,1,0,0,18-30,0-50K,0-50K
346,15763859,Brown,840,France,Female,7,2,1,0,0,41-50,0-50K,50K-100K
347,15658935,Freeman,630,Germany,Female,9,2,1,0,0,31-40,100K-150K,100K-150K
348,15747358,Russell,643,Germany,Male,3,1,1,1,0,51-60,150K-200K,0-50K
349,15735203,Seleznyov,654,Germany,Female,1,1,1,1,0,31-40,100K-150K,100K-150K
350,15576256,Yusupova,582,France,Male,5,2,1,1,0,31-40,0-50K,100K-150K
351,15659420,Foley,659,Spain,Male,3,2,1,1,0,31-40,100K-150K,100K-150K
352,15593365,Shih,762,Spain,Male,2,1,1,1,0,31-40,50K-100K,0-50K
353,15777352,Ikedinachukwu,568,Spain,Female,7,1,1,0,0,31-40,150K-200K,50K-100K
354,15812007,Power,670,Spain,Male,6,2,1,1,0,18-30,0-50K,50K-100K
355,15625461,Amos,613,France,Female,1,2,1,1,0,41-50,150K-200K,100K-150K
356,15739438,Reed,539,France,Male,0,2,1,0,0,18-30,0-50K,150K-200K
357,15611759,Simmons,850,Spain,Female,8,2,1,1,0,51-60,100K-150K,100K-150K
358,15661629,Ricci,522,Spain,Male,9,1,1,0,1,31-40,100K-150K,150K-200K
359,15633950,Yen,737,France,Male,1,1,1,1,0,41-50,100K-150K,100K-150K
360,15592386,Campbell,520,France,Male,3,2,0,1,0,51-60,0-50K,0-50K
361,15803716,West,706,Spain,Male,3,2,0,1,0,18-30,0-50K,150K-200K
362,15696674,Robinson,643,Germany,Female,2,1,0,1,1,41-50,150K-200K,0-50K
363,15706365,Bianchi,648,France,Female,9,1,1,1,0,41-50,100K-150K,150K-200K
364,15745088,Chen,443,Germany,Female,9,2,1,0,0,18-30,50K-100K,0-50K
365,15676715,Madukaego,640,France,Male,9,2,1,1,0,60+,0-50K,150K-200K
366,15613085,Ibrahimova,628,Spain,Female,3,1,1,1,0,31-40,0-50K,150K-200K
367,15633537,Nolan,540,Germany,Female,9,2,1,0,0,41-50,50K-100K,150K-200K
368,15594720,Scott,460,Germany,Female,8,2,1,1,0,31-40,100K-150K,150K-200K
369,15684042,Blair,636,Germany,Male,2,2,0,1,0,31-40,0-50K,50K-100K
370,15583303,Monaldo,593,France,Female,2,1,1,0,0,18-30,150K-200K,0-50K
371,15611579,Sutherland,801,Spain,Male,4,1,1,1,0,41-50,100K-150K,0-50K
372,15774696,Cole,640,Germany,Female,1,2,0,1,0,60+,100K-150K,100K-150K
373,15694506,Briggs,611,Germany,Male,0,2,1,1,0,31-40,100K-150K,150K-200K
374,15688074,Gregory,802,Germany,Male,1,1,1,1,0,31-40,100K-150K,150K-200K
375,15759537,Bianchi,717,Germany,Male,7,2,1,1,0,31-40,50K-100K,150K-200K
376,15758449,Angelo,769,France,Female,8,1,0,1,0,31-40,0-50K,0-50K
377,15583456,Gardiner,745,Germany,Male,10,3,1,1,1,41-50,100K-150K,100K-150K
378,15667871,Kerr,572,Spain,Male,4,1,1,0,0,31-40,150K-200K,100K-150K
379,15677371,Ko,629,Spain,Female,2,1,1,0,0,18-30,0-50K,0-50K
380,15629677,Distefano,687,Spain,Female,2,3,0,0,1,31-40,0-50K,150K-200K
381,15713578,Farrell,483,France,Female,9,2,1,1,0,41-50,0-50K,100K-150K
382,15591509,Milano,690,France,Male,7,2,1,0,0,31-40,100K-150K,100K-150K
383,15568240,Ting,492,Germany,Female,10,2,0,1,0,18-30,50K-100K,100K-150K
384,15622993,Boyd,709,Germany,Male,8,2,1,0,0,18-30,100K-150K,100K-150K
385,15689294,Onyemaechi,705,Germany,Male,3,1,1,0,0,41-50,100K-150K,50K-100K
386,15720910,Black,560,France,Female,9,1,1,1,0,60+,0-50K,0-50K
387,15721181,Oliver,611,Spain,Male,6,2,1,0,0,41-50,0-50K,0-50K
388,15776433,Greco,730,Spain,Male,2,2,1,1,0,60+,0-50K,150K-200K
389,15748936,Whitehead,709,Spain,Female,2,2,0,1,0,41-50,0-50K,150K-200K
390,15717225,Ikemefuna,544,France,Female,10,2,1,0,0,18-30,150K-200K,0-50K
391,15685226,Morrison,712,Germany,Female,7,1,1,1,0,18-30,100K-150K,50K-100K
392,15785611,Onyeoruru,752,Germany,Male,3,1,1,1,0,31-40,150K-200K,50K-100K
393,15573456,Cunningham,648,Spain,Male,9,2,1,0,1,41-50,100K-150K,50K-100K
394,15684548,Demidov,556,Spain,Male,8,2,0,0,1,31-40,0-50K,0-50K
395,15620505,Celis,594,Spain,Female,0,1,1,1,0,18-30,50K-100K,50K-100K
396,15807432,Cheng,645,Germany,Female,2,2,0,1,0,31-40,100K-150K,150K-200K
397,15584766,Knight,557,France,Male,3,1,1,1,0,31-40,50K-100K,0-50K
398,15612187,Morin,547,Germany,Male,8,1,1,0,0,31-40,150K-200K,50K-100K
399,15762218,Mills,701,France,Female,9,2,0,1,0,31-40,0-50K,100K-150K
400,15646372,Outhwaite,616,France,Female,1,1,1,0,1,60+,100K-150K,150K-200K
401,15690452,Tung,605,France,Male,1,1,1,0,0,51-60,50K-100K,100K-150K
402,15747795,Pai,593,Germany,Female,4,1,1,1,0,31-40,100K-150K,150K-200K
403,15781589,Carpenter,751,Spain,Male,8,2,0,1,0,51-60,0-50K,150K-200K
404,15732674,Fennell,443,Spain,Male,6,2,0,1,0,31-40,50K-100K,50K-100K
405,15642291,Fontaine,685,France,Male,8,2,1,1,0,18-30,0-50K,100K-150K
406,15692761,Pratt,718,France,Male,9,1,1,0,0,31-40,0-50K,0-50K
407,15578045,Mitchell,538,Spain,Female,9,1,0,0,1,41-50,100K-150K,150K-200K
408,15745354,Franklin,611,Spain,Female,4,2,1,0,0,31-40,0-50K,100K-150K
409,15701376,K'ung,668,Germany,Male,10,2,1,1,0,31-40,150K-200K,150K-200K
410,15691625,Ko,537,Germany,Female,3,1,1,0,0,41-50,100K-150K,100K-150K
411,15566594,McKenzie,709,Spain,Male,10,2,0,0,0,18-30,0-50K,100K-150K
412,15760431,Pino,850,France,Male,1,2,1,1,0,31-40,0-50K,50K-100K
413,15686302,Fisk,745,Spain,Female,3,1,1,1,0,31-40,100K-150K,100K-150K
414,15801559,Chiang,693,Germany,Female,9,3,1,1,1,41-50,150K-200K,150K-200K
415,15810432,Moseley,795,Spain,Male,8,2,1,0,0,31-40,0-50K,150K-200K
416,15809616,Hsiung,626,Spain,Male,8,2,0,0,0,18-30,0-50K,150K-200K
417,15720559,Heath,487,Germany,Female,5,1,0,0,1,60+,100K-150K,0-50K
418,15695632,Dellucci,556,France,Female,9,1,1,1,0,31-40,50K-100K,50K-100K
419,15659843,Li,643,France,Female,6,2,0,0,0,41-50,0-50K,100K-150K
420,15615624,De Salis,605,France,Female,6,2,0,0,0,18-30,0-50K,150K-200K
421,15810418,T'ang,756,Germany,Female,3,1,1,0,1,51-60,100K-150K,50K-100K
422,15716186,Richardson,586,France,Female,2,2,1,0,0,31-40,0-50K,50K-100K
423,15674551,Fitch,535,Germany,Male,7,1,1,0,1,31-40,100K-150K,0-50K
424,15622834,Stevenson,678,France,Female,4,1,1,0,0,31-40,0-50K,100K-150K
425,15566111,Estes,596,France,Male,9,1,1,0,0,31-40,0-50K,0-50K
426,15784597,Lattimore,648,France,Male,9,1,1,0,0,18-30,150K-200K,50K-100K
427,15652883,Chung,492,Germany,Male,10,2,1,0,0,31-40,100K-150K,100K-150K
428,15806964,Utz,702,France,Male,0,1,1,1,0,41-50,50K-100K,0-50K
429,15576313,Wei,486,Germany,Female,9,1,1,0,0,31-40,50K-100K,50K-100K
430,15806467,Boyle,568,Germany,Male,1,1,0,0,1,31-40,50K-100K,100K-150K
431,15597602,Nwachinemelu,619,Germany,Male,3,1,1,1,1,51-60,100K-150K,50K-100K
432,15743040,Kuznetsova,724,Germany,Male,2,2,0,1,0,41-50,100K-150K,150K-200K
433,15705521,Pisani,548,Germany,Female,0,1,1,0,0,31-40,100K-150K,0-50K
434,15595039,Manna,545,Germany,Female,8,1,1,0,1,31-40,100K-150K,100K-150K
435,15799384,Collier,683,France,Male,8,1,0,0,0,31-40,0-50K,50K-100K
436,15581197,Ricci,762,France,Female,3,1,0,1,0,51-60,50K-100K,50K-100K
437,15693737,Carr,627,Germany,Female,4,2,1,0,0,18-30,50K-100K,100K-150K
438,15624623,Hs?,516,France,Male,10,2,0,0,0,31-40,100K-150K,100K-150K
439,15783501,Findlay,800,France,Female,2,2,1,0,0,31-40,150K-200K,50K-100K
440,15690134,Hughes,464,Germany,Female,3,1,1,1,0,41-50,50K-100K,150K-200K
441,15782735,Chukwuemeka,626,France,Female,3,1,0,0,0,31-40,0-50K,50K-100K
442,15611088,Genovese,790,France,Female,9,2,1,0,0,31-40,0-50K,50K-100K
443,15672145,Swift,534,France,Female,7,2,1,1,0,31-40,100K-150K,50K-100K
444,15732628,Ugoji,745,France,Male,2,1,1,1,0,41-50,100K-150K,100K-150K
445,15787470,Parkinson,553,Spain,Male,3,1,0,0,1,41-50,100K-150K,100K-150K
446,15803406,Ross,748,France,Female,1,1,0,1,0,18-30,50K-100K,150K-200K
447,15730460,Oleary,722,France,Male,2,1,0,0,0,31-40,0-50K,100K-150K
448,15644572,Turnbull,501,France,Male,4,1,1,1,0,31-40,100K-150K,100K-150K
449,15694860,Uspensky,675,France,Female,6,1,0,0,1,31-40,50K-100K,100K-150K
450,15658169,Cook,778,Spain,Female,6,2,1,0,0,41-50,100K-150K,100K-150K
451,15794396,Newbold,494,Germany,Female,7,1,1,0,0,31-40,150K-200K,0-50K
452,15785798,Uchechukwu,850,France,Male,9,2,0,1,0,31-40,0-50K,100K-150K
453,15710825,Ch'en,592,Spain,Male,7,1,0,0,0,31-40,100K-150K,0-50K
454,15668444,He,590,Spain,Female,3,1,1,0,0,41-50,100K-150K,50K-100K
455,15726631,Hilton,758,France,Female,6,1,0,1,0,31-40,100K-150K,50K-100K
456,15733797,Sal,506,France,Male,5,2,1,0,0,31-40,0-50K,150K-200K
457,15747960,Eluemuno,733,France,Male,3,1,1,1,0,31-40,0-50K,0-50K
458,15634632,Titus,711,France,Male,3,2,1,0,0,31-40,0-50K,50K-100K
459,15707362,Yin,514,Germany,Male,1,1,0,1,1,41-50,50K-100K,150K-200K
460,15662976,Lettiere,637,Spain,Male,8,1,1,1,0,31-40,0-50K,150K-200K
461,15732778,Templeman,468,Germany,Male,1,2,1,1,0,18-30,100K-150K,150K-200K
462,15718443,Chibuzo,539,France,Male,3,2,1,0,0,31-40,0-50K,0-50K
463,15670039,Sun,509,Spain,Female,3,2,1,0,0,18-30,100K-150K,100K-150K
464,15773792,Evans,662,France,Female,4,1,1,1,1,31-40,100K-150K,0-50K
465,15613786,Ogbonnaya,818,Spain,Male,4,2,1,1,0,18-30,0-50K,150K-200K
466,15726032,Enyinnaya,608,France,Male,9,1,1,0,0,31-40,50K-100K,50K-100K
467,15663252,Olisanugo,850,Spain,Female,9,2,1,1,0,31-40,0-50K,0-50K
468,15593782,Brookes,816,Germany,Female,5,3,1,0,1,31-40,100K-150K,50K-100K
469,15633283,Padovano,536,France,Male,8,2,1,0,0,31-40,0-50K,50K-100K
470,15749167,Fisk,753,France,Male,3,2,1,1,0,31-40,0-50K,150K-200K
471,15759298,Shih,631,Spain,Male,10,1,1,1,0,18-30,100K-150K,150K-200K
472,15683625,Hare,703,France,Male,1,1,1,0,1,31-40,100K-150K,0-50K
473,15635367,Muir,774,France,Male,2,1,1,0,0,18-30,50K-100K,0-50K
474,15681705,Fanucci,785,France,Male,8,2,1,0,0,18-30,0-50K,50K-100K
475,15603156,Elewechi,571,France,Female,1,2,1,0,0,31-40,0-50K,100K-150K
476,15591986,Johnston,621,Germany,Male,6,1,0,0,1,41-50,100K-150K,0-50K
477,15798888,Pisano,605,Germany,Female,1,1,1,1,0,31-40,100K-150K,150K-200K
478,15809722,Ankudinov,611,France,Female,8,2,1,0,0,31-40,100K-150K,100K-150K
479,15677538,Nwokike,569,France,Male,7,1,1,1,0,31-40,0-50K,100K-150K
480,15797736,Smith,658,France,Male,4,1,1,1,0,18-30,50K-100K,0-50K
481,15695585,Atkins,788,Spain,Male,6,1,0,1,0,31-40,150K-200K,150K-200K
482,15744398,Burns,525,France,Female,5,2,1,0,0,18-30,0-50K,150K-200K
483,15750658,Obiuto,798,France,Male,8,3,0,0,0,31-40,0-50K,100K-150K
484,15578186,Pirozzi,486,Germany,Male,9,2,1,0,0,31-40,100K-150K,100K-150K
485,15676519,George,615,Spain,Male,9,2,1,0,1,60+,0-50K,150K-200K
486,15637954,Lewis,730,France,Female,0,1,1,1,0,31-40,150K-200K,50K-100K
487,15758639,Moran,641,France,Male,7,2,1,0,0,31-40,0-50K,50K-100K
488,15613772,Dalrymple,542,France,Male,3,1,1,1,1,31-40,100K-150K,0-50K
489,15731744,Carslaw,692,France,Male,2,2,0,1,0,18-30,0-50K,100K-150K
490,15807709,Kirby,714,Germany,Female,9,1,1,1,0,51-60,150K-200K,100K-150K
491,15714689,Houghton,591,Spain,Male,1,1,1,1,0,18-30,50K-100K,150K-200K
492,15699005,Martin,710,France,Female,2,1,1,1,0,41-50,150K-200K,0-50K
493,15624170,Tan,639,France,Female,4,2,0,1,0,31-40,50K-100K,100K-150K
494,15725679,Hsia,531,France,Female,6,1,0,0,1,41-50,0-50K,150K-200K
495,15585865,Westerberg,673,France,Female,2,2,0,0,1,31-40,150K-200K,100K-150K
496,15804256,Hale,765,Germany,Male,8,2,1,1,0,31-40,50K-100K,50K-100K
497,15662403,Kryukova,622,France,Female,6,2,1,0,0,31-40,150K-200K,100K-150K
498,15733616,Sopuluchukwu,806,France,Male,5,1,1,1,0,31-40,50K-100K,100K-150K
499,15591995,Barry,757,Germany,Male,8,2,1,1,0,18-30,100K-150K,100K-150K
500,15677020,Selezneva,570,France,Female,8,1,0,1,1,51-60,0-50K,100K-150K
501,15727688,Chizuoke,555,Spain,Male,4,2,1,1,0,31-40,0-50K,50K-100K
502,15715941,Lueck,692,France,Male,5,2,1,1,0,51-60,0-50K,50K-100K
503,15714485,Udinese,774,France,Male,5,1,1,0,1,51-60,50K-100K,50K-100K
504,15730059,Udobata,638,Spain,Male,9,2,1,1,0,41-50,50K-100K,100K-150K
505,15715527,Freeman,543,Spain,Female,4,1,0,0,0,41-50,0-50K,150K-200K
506,15576623,Outlaw,584,France,Male,5,2,1,0,0,31-40,0-50K,0-50K
507,15805565,Obiuto,691,Germany,Male,7,1,1,0,0,18-30,100K-150K,0-50K
508,15677307,Lo,684,Germany,Female,6,1,1,0,0,31-40,100K-150K,150K-200K
509,15773890,Okechukwu,733,France,Male,5,2,1,1,0,18-30,0-50K,100K-150K
510,15598883,King,599,Spain,Female,2,2,1,1,0,31-40,0-50K,100K-150K
511,15568506,Forbes,524,Germany,Female,10,2,1,1,0,31-40,50K-100K,150K-200K
512,15761043,Macleod,632,Germany,Female,6,2,1,0,0,31-40,50K-100K,50K-100K
513,15782236,Gibbs,735,Spain,Male,5,2,0,0,0,31-40,0-50K,50K-100K
514,15593601,Isayev,734,France,Male,6,1,1,1,0,31-40,100K-150K,0-50K
515,15682048,Pisano,605,France,Female,3,1,1,1,1,51-60,100K-150K,50K-100K
516,15746902,Belstead,793,Spain,Male,9,2,1,0,0,31-40,0-50K,50K-100K
517,15752081,Vassiliev,468,France,Female,10,3,0,1,1,51-60,0-50K,50K-100K
518,15781307,Schneider,779,Germany,Male,7,2,1,0,0,31-40,100K-150K,100K-150K
519,15775912,Mazzanti,698,France,Male,4,2,0,1,1,41-50,100K-150K,150K-200K
520,15745417,Knipe,707,France,Male,6,1,0,1,0,51-60,50K-100K,100K-150K
521,15671256,Macartney,850,France,Female,1,1,1,0,1,31-40,200K+,150K-200K
522,15653547,Madukwe,850,France,Male,7,1,1,1,0,51-60,100K-150K,100K-150K
523,15595766,Watts,527,Spain,Male,5,2,1,1,0,31-40,50K-100K,100K-150K
524,15742358,Humphreys,696,Germany,Male,8,1,1,1,0,31-40,100K-150K,100K-150K
525,15763274,Wu,661,France,Male,3,1,0,0,0,41-50,100K-150K,50K-100K
526,15786063,Chin,776,France,Female,2,2,1,1,0,31-40,0-50K,100K-150K
527,15600258,Chesnokova,701,France,Male,2,2,1,1,0,41-50,0-50K,150K-200K
528,15573318,Kung,610,France,Male,8,2,1,0,0,18-30,0-50K,150K-200K
529,15653849,Lu,572,Germany,Female,3,1,1,0,1,41-50,150K-200K,0-50K
530,15694272,Nkemakolam,673,France,Male,1,1,1,1,0,18-30,50K-100K,50K-100K
531,15736112,Walton,519,Spain,Female,2,2,1,1,0,51-60,100K-150K,0-50K
532,15749851,Brookes,702,Spain,Female,4,1,0,1,0,18-30,100K-150K,50K-100K
533,15663478,Baldwin,729,France,Male,6,1,1,1,0,31-40,50K-100K,50K-100K
534,15592300,Mai,543,Spain,Male,10,1,1,0,0,31-40,50K-100K,50K-100K
535,15567832,Shih,550,France,Female,7,1,1,0,0,31-40,100K-150K,50K-100K
536,15776780,He,608,France,Male,1,1,1,0,1,51-60,0-50K,50K-100K
537,15592846,Fiorentini,639,Germany,Male,10,2,1,0,0,31-40,100K-150K,50K-100K
538,15739803,Lucciano,686,Spain,Male,9,2,1,0,0,31-40,0-50K,100K-150K
539,15794142,Ferreira,564,Germany,Female,5,3,0,1,1,60+,100K-150K,0-50K
540,15762729,Ukaegbunam,745,Germany,Female,1,1,1,0,1,18-30,100K-150K,50K-100K
541,15667896,De Luca,833,France,Male,8,2,1,1,0,31-40,150K-200K,100K-150K
542,15626578,Milne,622,France,Male,9,2,1,1,0,18-30,0-50K,150K-200K
543,15776223,Davide,597,France,Female,4,1,1,1,0,41-50,50K-100K,100K-150K
544,15705953,Kodilinyechukwu,721,Spain,Male,0,1,1,0,1,51-60,150K-200K,100K-150K
545,15802593,Little,504,France,Female,7,3,0,1,1,41-50,0-50K,50K-100K
546,15615457,Burns,842,Spain,Female,2,2,1,0,0,41-50,100K-150K,100K-150K
547,15708916,Paterson,587,France,Male,0,2,1,0,0,31-40,0-50K,0-50K
548,15720187,Han,479,Germany,Female,7,2,1,0,0,18-30,100K-150K,0-50K
549,15595440,Kryukova,508,France,Male,7,2,1,1,0,41-50,100K-150K,50K-100K
550,15600651,Ijendu,749,France,Male,1,3,1,1,0,18-30,0-50K,0-50K
551,15750141,Reichard,721,Germany,Female,3,2,1,0,0,31-40,50K-100K,0-50K
552,15657284,Day,674,Germany,Male,6,1,1,1,1,41-50,100K-150K,0-50K
553,15763063,Price,685,Spain,Female,10,1,1,0,0,18-30,100K-150K,100K-150K
554,15709324,Bruce,417,France,Male,7,2,1,0,0,31-40,0-50K,50K-100K
555,15711309,Sumrall,574,Germany,Male,3,1,1,0,0,31-40,100K-150K,150K-200K
556,15775318,Lu,590,Spain,Female,3,3,0,1,1,51-60,150K-200K,150K-200K
557,15705515,Lazarev,587,Germany,Male,5,2,1,0,0,31-40,100K-150K,150K-200K
558,15634844,Miller,598,Germany,Male,3,1,1,0,1,41-50,50K-100K,150K-200K
559,15717046,Wentworth-Shields,741,Spain,Male,3,2,1,1,0,51-60,0-50K,0-50K
560,15571816,Ritchie,850,Spain,Female,5,1,1,1,0,60+,0-50K,0-50K
561,15670080,Mackenzie,584,Germany,Female,7,1,0,1,0,18-30,100K-150K,100K-150K
562,15800440,Power,650,Spain,Male,1,1,0,1,0,60+,150K-200K,50K-100K
563,15665678,Tan,607,Spain,Male,8,1,1,1,0,31-40,150K-200K,50K-100K
564,15665956,Pendergrass,509,France,Female,1,1,1,0,1,41-50,0-50K,50K-100K
565,15788126,Evans,689,Spain,Female,6,1,1,1,0,31-40,100K-150K,0-50K
566,15811773,Hsia,543,France,Male,4,2,1,1,0,31-40,0-50K,100K-150K
567,15651674,Billson,438,Spain,Female,2,1,0,0,1,51-60,0-50K,150K-200K
568,15689614,Teng,687,Spain,Female,1,1,1,1,0,60+,100K-150K,0-50K
569,15795564,Moretti,737,Germany,Male,5,2,1,1,0,31-40,100K-150K,50K-100K
570,15706647,Jordan,761,France,Male,7,3,1,1,0,31-40,0-50K,150K-200K
571,15728505,Ts'ao,601,France,Male,1,2,1,1,0,41-50,100K-150K,50K-100K
572,15730076,Osborne,651,France,Male,1,1,1,0,1,41-50,0-50K,50K-100K
573,15622003,Carslaw,745,France,Male,9,2,1,0,0,31-40,50K-100K,150K-200K
574,15607312,Ch'ang,648,Spain,Female,10,2,1,1,1,41-50,0-50K,150K-200K
575,15644753,Hung,848,Spain,Male,3,1,1,1,0,31-40,100K-150K,0-50K
576,15653620,Gordon,546,France,Female,8,2,1,1,0,18-30,0-50K,0-50K
577,15761986,Obialo,439,Spain,Female,3,1,1,0,0,31-40,100K-150K,50K-100K
578,15633922,Gray,755,France,Male,4,2,0,1,0,18-30,100K-150K,100K-150K
579,15734674,Lin,593,France,Female,6,1,1,0,0,41-50,0-50K,50K-100K
580,15658032,Hopkins,701,France,Male,2,2,1,1,0,31-40,0-50K,50K-100K
581,15692671,Dobson,701,Spain,Male,8,2,1,0,0,31-40,0-50K,150K-200K
582,15737741,McKay,607,Spain,Female,2,2,0,1,1,31-40,100K-150K,100K-150K
583,15576352,Revell,586,Spain,Female,3,2,0,1,0,51-60,0-50K,0-50K
584,15753719,Rickards,547,Germany,Female,9,1,1,0,0,18-30,50K-100K,50K-100K
585,15803689,Begum,647,Germany,Female,1,2,0,0,1,51-60,100K-150K,50K-100K
586,15718057,Onyinyechukwuka,760,France,Female,2,1,0,0,1,51-60,100K-150K,150K-200K
587,15722010,Zuyev,621,Spain,Male,9,1,1,0,1,51-60,150K-200K,0-50K
588,15680998,Nwankwo,725,France,Male,5,1,1,1,0,41-50,0-50K,100K-150K
589,15614782,Hao,526,France,Male,1,1,1,0,0,31-40,0-50K,150K-200K
590,15591047,Ma,519,Spain,Female,6,2,0,0,1,41-50,150K-200K,100K-150K
591,15788291,Okwuadigbo,713,Germany,Female,7,1,1,1,1,31-40,100K-150K,50K-100K
592,15604044,Mitchell,700,France,Male,8,1,1,0,0,31-40,100K-150K,0-50K
593,15679587,Chan,666,France,Female,9,1,1,1,0,31-40,100K-150K,0-50K
594,15775153,Buchi,630,Spain,Male,4,1,0,0,0,31-40,50K-100K,100K-150K
595,15603925,Greco,779,Spain,Female,4,2,0,1,0,18-30,150K-200K,0-50K
596,15680970,Lombardi,611,Germany,Female,2,1,1,0,0,41-50,100K-150K,150K-200K
597,15697183,Uchenna,685,Spain,Male,9,2,1,0,0,41-50,0-50K,100K-150K
598,15567446,Coffman,646,Germany,Male,9,1,1,1,0,31-40,100K-150K,0-50K
599,15637476,Alexandrova,683,Germany,Female,5,1,0,0,1,51-60,150K-200K,0-50K
600,15714939,Fallaci,484,Germany,Female,4,1,0,1,0,31-40,100K-150K,0-50K
601,15683503,Hudson,601,France,Female,8,3,0,1,1,41-50,0-50K,100K-150K
602,15645569,Mai,762,Spain,Female,7,2,1,1,0,18-30,100K-150K,150K-200K
603,15782569,Stout,687,France,Female,9,1,0,1,0,60+,0-50K,50K-100K
604,15592387,Burke,566,France,Male,5,1,1,0,1,18-30,0-50K,50K-100K
605,15609286,Chadwick,702,France,Male,10,1,1,1,0,31-40,150K-200K,50K-100K
606,15814035,Lawrence,601,France,Male,9,1,1,1,0,18-30,0-50K,50K-100K
607,15661249,Bellucci,699,France,Male,4,2,0,1,0,51-60,0-50K,100K-150K
608,15629117,Harper,584,France,Male,10,2,1,0,0,18-30,0-50K,0-50K
609,15607170,Boyle,699,France,Male,5,2,1,1,0,31-40,0-50K,50K-100K
610,15586585,Duncan,698,Germany,Female,2,1,1,0,0,51-60,100K-150K,50K-100K
611,15686611,Moss,495,France,Male,10,1,0,0,0,18-30,100K-150K,150K-200K
612,15603203,Avdeyeva,650,France,Female,6,2,1,0,0,18-30,0-50K,0-50K
613,15619857,Crawford,605,France,Female,2,1,1,1,0,60+,100K-150K,0-50K
614,15805062,Lynton,667,Spain,Male,1,1,1,1,0,31-40,50K-100K,50K-100K
615,15660271,Duncan,688,Germany,Male,8,1,1,1,0,18-30,100K-150K,150K-200K
616,15745295,Gether,727,Spain,Female,0,1,1,0,1,31-40,0-50K,100K-150K
617,15719352,Davidson,754,Spain,Male,6,2,1,0,0,31-40,150K-200K,50K-100K
618,15766575,Larionova,612,Germany,Female,8,1,1,0,1,60+,100K-150K,150K-200K
619,15594594,Loggia,546,Spain,Male,7,1,1,1,0,41-50,100K-150K,50K-100K
620,15646161,Steinhoff,673,Spain,Female,8,2,1,1,0,31-40,0-50K,150K-200K
621,15682585,Guerra,593,France,Male,9,1,1,0,0,31-40,100K-150K,50K-100K
